hotel,is_canceled,lead_time,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,name,email,phone-number
Resort Hotel,0,103,November,2,2,2,0.0,0,BB,GBR,0,0,A,1,No Deposit,0,Transient,30.24,0,0,Michelle Moore,Michelle.Moore@yahoo.com,498-550-2325
City Hotel,0,208,August,2,0,2,1.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient,112.5,0,2,Richard Moore,Richard_M@outlook.com,757-780-7903
City Hotel,0,46,March,1,2,2,0.0,0,SC,DEU,0,0,A,0,No Deposit,0,Transient,54.75,0,1,Joanna Chapman,Joanna.C@yahoo.com,643-737-9729
Resort Hotel,0,71,August,2,5,2,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,87.9,0,2,Nancy Watkins,NancyWatkins@protonmail.com,791-557-5371
City Hotel,0,123,November,1,2,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient-Party,60.0,0,0,Nicole Simmons,Nicole_S@zoho.com,959-589-8966
City Hotel,1,57,March,1,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,108.0,0,1,George Wilson,Wilson_George80@xfinity.com,253-436-7660
City Hotel,0,121,July,2,1,2,1.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient,121.5,0,2,Dr. Emily Gordon,Dr..Gordon49@protonmail.com,837-676-2698
Resort Hotel,1,63,September,0,4,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient-Party,76.0,0,0,Jessica Hughes,JHughes63@aol.com,271-624-1758
City Hotel,1,468,October,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,62.0,0,0,Tyler Mclaughlin,Mclaughlin.Tyler35@zoho.com,940-456-9541
City Hotel,0,6,December,0,2,1,0.0,0,SC,PRT,0,0,A,0,No Deposit,0,Transient,79.2,0,0,Melissa Brown,Brown.Melissa@yandex.com,904-207-0522
City Hotel,0,197,August,2,5,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient-Party,82.45,0,2,Jessica Moore,Jessica_Moore@aol.com,785-957-9226
City Hotel,1,69,June,2,4,1,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,120.0,0,0,Wayne Simmons,Simmons.Wayne@protonmail.com,804-373-2478
Resort Hotel,0,107,August,2,6,2,1.0,0,BB,GBR,0,0,D,0,No Deposit,0,Contract,136.35,0,1,Samantha Miranda,SamanthaMiranda@mail.com,492-246-9058
Resort Hotel,1,101,December,0,3,2,0.0,0,BB,PRT,0,0,E,0,No Deposit,0,Transient,93.6,0,0,Mrs. Meagan Lindsey DDS,Mrs..D@comcast.net,584-652-7017
City Hotel,0,0,December,0,1,1,0.0,0,BB,PRT,2,6,A,2,No Deposit,0,Group,65.0,0,0,Karen Porter,Porter_Karen12@yahoo.com,496-100-4578
City Hotel,1,291,August,0,2,2,0.0,0,HB,PRT,0,0,A,0,Non Refund,0,Transient,115.0,0,0,Stacey Patton,Stacey.P@mail.com,937-230-8278
City Hotel,0,157,December,0,3,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,68.0,0,0,James Kirby,Kirby.James57@att.com,572-191-1450
Resort Hotel,1,138,July,4,6,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,146.0,0,0,Mr. Christopher Kelley DDS,DDS.Mr.49@comcast.net,278-112-8030
Resort Hotel,1,289,September,2,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,64.0,0,0,Kimberly Larsen,KimberlyLarsen@hotmail.com,519-103-3355
City Hotel,0,104,March,2,5,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient-Party,75.0,0,1,Kathryn Martinez,Kathryn.Martinez@xfinity.com,500-969-6423
City Hotel,0,20,April,2,2,2,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Transient,134.0,0,1,Laura Ortiz,LauraOrtiz@outlook.com,593-003-8277
City Hotel,0,22,September,1,3,2,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Transient,94.86,0,1,Raymond Young,Raymond_Young62@protonmail.com,964-469-5355
Resort Hotel,0,188,February,1,5,2,1.0,0,BB,GBR,0,0,G,1,No Deposit,0,Transient,59.6,0,3,Steven Morris,Steven_Morris@verizon.com,771-770-9899
City Hotel,1,32,November,0,1,1,0.0,0,BB,PRT,0,0,A,2,No Deposit,0,Transient,124.0,0,1,Sierra Lopez,SLopez@hotmail.com,280-572-3591
City Hotel,1,201,June,0,4,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,110.0,0,0,Karen Harris,Karen_Harris@yahoo.com,469-016-1572
Resort Hotel,0,361,May,2,5,2,0.0,0,HB,GBR,0,0,D,0,No Deposit,0,Contract,80.85,0,3,Joseph Patterson,JosephPatterson85@protonmail.com,690-576-0812
Resort Hotel,1,192,October,2,5,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,30.86,0,0,Amanda Johnson,AJohnson@outlook.com,201-563-3485
City Hotel,0,335,October,0,3,1,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient-Party,80.0,0,0,Xavier Jackson,XJackson@aol.com,166-587-5305
Resort Hotel,0,32,December,1,0,2,0.0,0,BB,ESP,0,0,A,1,No Deposit,0,Transient,32.0,1,0,Richard Thompson,Richard_T19@gmail.com,863-695-3548
City Hotel,1,105,May,0,2,1,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,160.0,0,0,Melissa Sanchez,Melissa.S73@zoho.com,390-174-1350
City Hotel,1,60,June,0,1,2,0.0,0,SC,FRA,0,0,A,0,No Deposit,0,Transient,116.1,0,0,Dr. Janet Dixon,Dr..D@verizon.com,425-334-8154
City Hotel,1,28,March,0,3,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,95.0,0,0,Pamela Phillips,Phillips_Pamela@gmail.com,936-884-7700
City Hotel,1,32,November,0,2,1,0.0,0,BB,PRT,1,0,A,0,No Deposit,0,Transient-Party,73.0,0,0,Anne Webb,Anne_Webb96@aol.com,899-213-9549
Resort Hotel,1,124,October,2,2,2,0.0,0,BB,PRT,0,0,E,1,No Deposit,0,Transient-Party,75.0,0,0,Amy Snyder,ASnyder26@comcast.net,377-830-0191
Resort Hotel,0,47,February,2,5,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,48.0,0,1,Kristina Rubio,Kristina_R85@outlook.com,161-370-7833
City Hotel,1,605,October,1,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,60.0,0,0,Mario Jones,Mario_Jones@outlook.com,745-124-1429
City Hotel,1,46,January,2,0,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,65.0,0,0,Scott Williams PhD,Scott.P86@hotmail.com,847-462-6547
City Hotel,1,11,March,1,0,2,0.0,0,BB,PRT,0,0,A,1,No Deposit,0,Transient-Party,105.0,0,0,Jamie Johnson,Jamie.Johnson@hotmail.com,253-072-0074
City Hotel,0,194,September,1,3,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient-Party,101.4,0,0,Terri Peters,Peters.Terri@zoho.com,300-966-7348
Resort Hotel,1,71,May,1,3,2,0.0,0,BB,PRT,0,0,E,0,No Deposit,0,Transient,88.0,0,2,Michael Hardy,Michael.H@zoho.com,820-324-7173
City Hotel,1,35,September,2,3,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,170.0,0,0,Micheal Howard,Micheal_H@aol.com,398-995-6927
City Hotel,1,294,July,1,4,2,2.0,0,BB,PRT,0,0,F,0,No Deposit,0,Transient,214.1,0,1,Doris Bowers,Doris.Bowers@zoho.com,828-763-4857
City Hotel,0,15,June,2,1,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,140.0,0,2,Cameron Ramsey,Cameron.R@verizon.com,462-481-9323
Resort Hotel,1,191,September,2,5,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,66.6,0,0,Mr. Cody Benson,MBenson@protonmail.com,968-841-8036
Resort Hotel,0,121,May,4,8,2,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Transient,48.06,0,1,Alexander Hicks,Alexander.H66@mail.com,899-500-4363
Resort Hotel,0,14,July,1,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,160.0,0,1,Robert Flowers,Robert_F@yandex.com,132-024-5632
Resort Hotel,0,0,October,0,1,1,0.0,0,BB,GBR,0,2,E,0,No Deposit,0,Transient,95.0,1,0,Douglas Levine,Douglas.Levine@protonmail.com,384-669-2446
City Hotel,1,110,October,0,1,2,0.0,0,SC,FRA,0,0,A,0,No Deposit,0,Transient,108.0,0,1,Ariel Mack,Ariel.M28@yahoo.com,392-204-2100
City Hotel,0,12,May,0,1,2,0.0,0,SC,ESP,0,0,A,4,No Deposit,0,Transient,180.0,0,3,Edward Chavez,Chavez.Edward@protonmail.com,210-688-1321
Resort Hotel,0,116,August,2,1,2,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,171.0,0,2,Michael Clark,Michael.Clark40@xfinity.com,959-667-4698
Resort Hotel,0,13,October,0,2,2,0.0,0,FB,PRT,0,0,F,0,No Deposit,0,Transient,0.0,0,2,Michael Lawrence,Lawrence.Michael@aol.com,583-332-6245
City Hotel,1,63,June,0,2,1,0.0,0,SC,FRA,0,0,A,0,No Deposit,0,Transient,120.0,0,1,Jasmine Bowman,JasmineBowman25@gmail.com,277-627-6756
City Hotel,0,74,September,0,2,2,0.0,0,HB,PRT,0,0,A,0,No Deposit,0,Transient-Party,109.0,0,0,Jennifer Walker,Walker.Jennifer@hotmail.com,160-202-6245
City Hotel,1,336,September,0,2,2,0.0,0,HB,PRT,1,0,A,0,Non Refund,0,Transient-Party,101.5,0,0,Samantha Miles,SMiles13@att.com,359-605-4117
City Hotel,1,405,August,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,62.0,0,0,Chase Alexander,Chase_A@zoho.com,176-100-1581
City Hotel,1,70,April,0,1,2,2.0,0,BB,FRA,0,0,F,0,No Deposit,0,Transient,186.3,0,0,Shirley Hudson MD,MD_Shirley@yahoo.com,952-501-1371
City Hotel,1,66,April,2,0,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,100.0,0,0,Rachael Cervantes,Rachael.Cervantes@comcast.net,635-568-7356
Resort Hotel,0,17,January,0,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,30.0,0,0,Kara Horn,Kara_Horn37@yandex.com,613-999-7823
City Hotel,1,496,November,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,62.8,0,0,Laura Mann,Mann.Laura@aol.com,350-213-7916
City Hotel,1,279,July,0,2,2,0.0,0,BB,PRT,1,0,A,0,No Deposit,0,Transient-Party,62.8,0,0,Heather Reed,Reed.Heather@yahoo.com,831-211-8033
Resort Hotel,1,26,March,2,2,2,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Transient,68.0,0,0,Kimberly Brown,KimberlyBrown66@att.com,573-271-5057
City Hotel,0,49,August,1,3,2,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,160.0,0,1,Kimberly Sparks,KSparks53@yandex.com,807-884-3886
City Hotel,0,16,March,0,2,1,0.0,0,BB,PRT,0,0,D,1,No Deposit,0,Transient-Party,76.0,0,0,Angela Rivera,Rivera_Angela45@att.com,296-076-6988
City Hotel,0,65,October,1,3,2,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Contract,93.08,0,2,Kelly Campbell,Kelly.C@gmail.com,836-591-8990
Resort Hotel,1,171,July,2,5,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,94.5,0,1,Courtney Bates,Courtney_B@aol.com,665-850-4278
City Hotel,1,24,September,1,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Contract,124.0,0,2,Keith Lee,Lee_Keith@gmail.com,477-126-2025
City Hotel,1,106,December,0,2,1,0.0,0,BB,PRT,0,0,A,0,Non Refund,57,Transient,70.0,0,0,Virginia Adams,Adams.Virginia14@zoho.com,645-596-3613
Resort Hotel,0,11,December,0,4,2,0.0,0,BB,ESP,0,0,D,0,No Deposit,0,Transient,46.4,0,1,Lauren Webb,Lauren_Webb53@yahoo.com,706-634-9699
Resort Hotel,0,335,May,2,7,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,62.75,0,2,Joshua Nicholson,JNicholson@aol.com,105-136-5986
City Hotel,1,196,May,1,3,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,76.5,0,0,Brenda Davis,Brenda_Davis@verizon.com,866-857-7011
City Hotel,0,63,March,1,3,2,0.0,0,SC,PRT,0,0,A,0,No Deposit,0,Transient,63.75,0,1,Jason Mckenzie,Jason_Mckenzie41@zoho.com,751-475-3582
Resort Hotel,1,95,May,0,3,2,2.0,0,BB,ESP,0,0,G,0,No Deposit,0,Transient,155.0,0,0,Timothy Trevino,Trevino_Timothy48@protonmail.com,220-068-3829
City Hotel,1,507,August,0,1,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,90.0,0,0,Jerome Garcia,JeromeGarcia@gmail.com,174-958-4548
City Hotel,1,355,October,0,2,2,0.0,0,BB,PRT,1,0,A,0,Non Refund,0,Transient-Party,62.0,0,0,Lindsey Lowe,LindseyLowe63@att.com,769-379-8654
City Hotel,1,38,June,2,1,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,81.0,0,0,Tracie Cannon,TCannon@comcast.net,222-284-4067
Resort Hotel,0,102,June,0,4,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,134.0,1,1,Wyatt Francis,WFrancis78@att.com,257-789-4065
Resort Hotel,1,143,June,2,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,56.7,0,0,William Davis,William.Davis37@protonmail.com,332-875-2566
City Hotel,1,103,April,0,2,1,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,115.0,0,0,Donald Griffith,Donald_Griffith@gmail.com,860-031-2233
City Hotel,0,19,July,0,2,3,0.0,0,BB,PRT,0,0,D,2,No Deposit,0,Transient,162.0,0,2,Melissa Wilson MD,MD_Melissa@mail.com,813-884-5711
City Hotel,1,258,July,0,2,2,0.0,0,BB,PRT,1,0,A,0,No Deposit,0,Contract,62.0,0,0,Kyle Frazier,Kyle.Frazier@protonmail.com,795-931-2565
City Hotel,0,8,December,0,1,1,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,79.0,0,0,Jacob Todd,Todd.Jacob@yahoo.com,936-548-5520
City Hotel,0,35,October,1,1,2,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,104.85,0,1,Gina Lee,Lee.Gina68@protonmail.com,747-846-8498
City Hotel,1,365,October,1,1,2,0.0,0,BB,PRT,1,0,A,0,Non Refund,0,Transient,62.8,0,0,Leah Perez,Leah_Perez75@xfinity.com,394-984-6843
City Hotel,0,174,July,2,0,2,0.0,0,SC,FRA,0,0,A,0,No Deposit,0,Transient,94.5,0,0,Ryan Bartlett,Ryan_Bartlett@aol.com,191-388-8907
Resort Hotel,0,8,September,0,2,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,171.0,1,1,Erik Smith,Erik_S@gmail.com,182-705-0863
City Hotel,0,40,March,2,1,1,0.0,0,BB,PRT,0,1,A,1,No Deposit,0,Transient,65.0,0,0,Elizabeth Marks,EMarks@aol.com,406-912-1431
City Hotel,1,16,December,0,3,1,1.0,0,BB,PRT,1,0,A,0,No Deposit,0,Transient,67.5,0,1,Lindsey Johnson,Lindsey.Johnson@yandex.com,992-650-9994
City Hotel,0,198,August,0,2,2,0.0,0,SC,GBR,0,0,A,0,No Deposit,0,Transient,99.0,0,0,Richard Johnson,Richard.J@hotmail.com,561-193-2812
City Hotel,0,74,October,0,4,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,89.25,0,0,Phillip Rose,PhillipRose12@verizon.com,757-151-8025
City Hotel,1,22,July,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient-Party,62.0,0,0,Heather Gutierrez,Heather_G@outlook.com,547-655-5775
City Hotel,0,13,November,2,5,2,0.0,0,SC,PRT,0,0,A,0,No Deposit,0,Transient,59.33,0,1,Richard Bailey,Bailey_Richard60@att.com,109-136-3887
City Hotel,0,9,November,0,1,2,0.0,0,SC,PRT,0,0,A,2,No Deposit,0,Transient,76.0,0,1,James Francis,JFrancis26@yahoo.com,485-584-6639
City Hotel,0,171,August,2,3,2,0.0,0,BB,GBR,0,0,A,0,No Deposit,0,Transient,72.25,0,2,Ashley Miller,Miller.Ashley@comcast.net,316-514-3789
City Hotel,0,4,August,0,1,2,0.0,0,SC,ESP,0,0,A,0,No Deposit,0,Transient,139.0,0,1,Eric Bartlett,Bartlett_Eric@outlook.com,928-052-0280
City Hotel,0,96,May,2,1,2,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient,138.0,0,0,Brenda Rice,Brenda.Rice@mail.com,769-079-2180
Resort Hotel,1,45,December,2,1,2,0.0,0,Undefined,PRT,0,0,A,0,No Deposit,0,Transient-Party,68.0,0,0,Brandon Barrera,Brandon.Barrera@protonmail.com,856-663-2838
Resort Hotel,0,31,December,0,2,2,0.0,0,HB,PRT,0,0,E,0,No Deposit,0,Transient-Party,340.0,0,1,Christopher Bright,Christopher_Bright@att.com,720-022-5778
City Hotel,1,58,February,1,3,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,78.0,0,0,Ashley Boyd,Ashley_Boyd27@att.com,836-917-9549
City Hotel,1,219,September,1,2,2,0.0,0,BB,PRT,1,0,A,0,No Deposit,0,Transient-Party,80.0,0,0,Tammy Preston,Tammy_Preston73@comcast.net,115-510-4832
City Hotel,0,0,August,2,0,2,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Contract,98.0,0,2,Charles Barrett,Barrett.Charles@outlook.com,423-634-8785
City Hotel,1,99,February,0,1,2,0.0,0,BB,PRT,0,0,A,2,No Deposit,0,Transient-Party,90.0,0,0,Caleb Parsons,Caleb_Parsons@zoho.com,304-714-2238
Resort Hotel,0,303,July,0,4,2,2.0,0,BB,PRT,0,1,G,0,No Deposit,0,Transient,159.38,1,2,Jonathan Leach,Jonathan_L@mail.com,667-505-6045
Resort Hotel,0,0,April,0,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,59.0,0,0,Jennifer Sanchez,Jennifer_Sanchez@verizon.com,775-969-3958
City Hotel,0,79,May,1,2,2,0.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient,126.9,0,0,Brenda Morales,Brenda_M34@aol.com,110-710-9181
City Hotel,1,34,December,0,2,1,0.0,0,BB,PRT,1,0,A,0,Non Refund,0,Transient,90.0,0,0,Steven Johnson,Johnson.Steven50@gmail.com,624-833-8659
City Hotel,1,342,September,2,4,2,0.0,0,BB,PRT,1,0,A,0,Non Refund,0,Transient,170.0,0,0,Brian Booth,Booth_Brian@hotmail.com,832-117-1155
City Hotel,1,330,June,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,62.0,0,0,Michelle Contreras,Michelle.Contreras@outlook.com,163-672-6555
City Hotel,0,131,June,1,2,2,0.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient,110.4,0,0,James Anderson,James_Anderson25@gmail.com,540-080-3768
Resort Hotel,1,59,December,2,2,2,0.0,0,HB,PRT,0,0,E,0,No Deposit,0,Transient-Party,103.0,0,1,Mark Koch,Koch.Mark@hotmail.com,825-661-4602
Resort Hotel,1,44,December,2,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,70.0,0,0,Taylor Liu,Taylor.L79@zoho.com,132-023-9972
Resort Hotel,0,33,August,0,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,191.0,0,0,Luke Miller,Luke.Miller98@mail.com,237-154-1336
City Hotel,0,57,March,1,2,1,0.0,0,BB,FRA,0,0,A,0,No Deposit,0,Transient-Party,70.0,0,1,Ryan Hernandez,Ryan.H@hotmail.com,654-787-0135
City Hotel,1,15,July,0,4,3,1.0,0,BB,PRT,0,0,G,0,No Deposit,0,Transient,202.58,0,1,Edward Johnson,Johnson.Edward26@yandex.com,529-305-1562
City Hotel,1,29,November,0,3,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,67.5,0,1,William Osborn,Osborn.William43@protonmail.com,341-864-0768
City Hotel,1,184,July,1,5,2,0.0,0,HB,GBR,0,0,D,0,No Deposit,0,Transient,175.5,0,1,John Schroeder,John.Schroeder84@hotmail.com,963-244-4055
City Hotel,0,6,September,0,2,2,0.0,0,SC,ESP,0,0,A,0,No Deposit,0,Transient,149.0,0,2,Dennis Ballard,Dennis.B@verizon.com,548-713-4117
City Hotel,1,317,September,1,2,2,0.0,0,BB,PRT,1,0,A,0,Non Refund,56,Transient,90.0,0,0,Rachel Howell,Rachel_H89@protonmail.com,137-189-9089
Resort Hotel,0,3,January,1,0,1,0.0,0,BB,PRT,0,0,A,1,No Deposit,0,Transient,30.0,0,0,Courtney Nichols,CNichols@xfinity.com,738-754-8432
City Hotel,0,1,December,0,2,2,0.0,0,SC,PRT,0,0,A,0,No Deposit,0,Transient,72.67,0,0,George Floyd,George.Floyd@mail.com,444-641-0470
City Hotel,0,4,February,0,3,1,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,81.0,0,1,Courtney Espinoza,Courtney_E@aol.com,739-962-3890
City Hotel,0,37,April,2,4,2,0.0,0,BB,FRA,0,0,A,3,No Deposit,0,Transient-Party,85.0,0,1,Gabriela White,Gabriela.W53@yandex.com,226-867-6189
City Hotel,1,155,April,1,3,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,130.0,0,0,Louis Robinson,Louis_Robinson@att.com,546-603-7713
Resort Hotel,0,3,February,1,1,1,0.0,0,FB,ESP,0,0,A,2,No Deposit,0,Transient-Party,44.0,0,0,Jamie Figueroa,JamieFigueroa@comcast.net,428-464-3282
Resort Hotel,0,23,March,0,1,1,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,43.0,0,0,Deanna Harris,Deanna.H@aol.com,848-856-2265
Resort Hotel,1,158,July,2,3,2,0.0,0,HB,PRT,2,0,A,0,No Deposit,0,Transient-Party,99.7,0,1,Michael Lara,Michael_L@yandex.com,915-474-9772
City Hotel,1,66,April,2,0,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,100.0,0,0,Andre Sherman,Andre.Sherman68@comcast.net,374-535-1623
Resort Hotel,0,2,February,0,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,36.96,0,1,Wendy Ball,WendyBall@att.com,304-691-3805
City Hotel,1,121,April,0,4,3,0.0,0,BB,FRA,0,0,D,0,No Deposit,0,Transient,173.25,0,0,Alisha Mckee,AlishaMckee@zoho.com,553-553-5278
City Hotel,1,98,November,0,3,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,99.0,0,2,Samantha Levine,SLevine47@mail.com,868-837-4311
Resort Hotel,0,124,June,1,5,1,0.0,0,BB,GBR,0,0,F,0,No Deposit,0,Transient,117.04,0,2,Maria Garcia,Garcia.Maria@aol.com,770-917-4350
City Hotel,1,115,March,2,0,1,0.0,0,BB,PRT,1,0,A,0,Non Refund,22,Transient,70.0,0,0,Patricia Clark,Patricia_Clark70@protonmail.com,941-578-9377
City Hotel,1,274,April,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,62.0,0,0,Briana Brown,BBrown@mail.com,269-994-7226
City Hotel,0,105,April,2,1,2,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Transient-Party,96.3,0,0,Amanda Maynard,Amanda.Maynard@xfinity.com,732-622-9415
City Hotel,1,135,June,0,1,1,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,120.0,0,0,Gregory Ayala,Gregory.Ayala@yandex.com,513-689-6422
City Hotel,0,14,September,0,2,1,0.0,0,HB,PRT,0,0,A,0,No Deposit,0,Transient-Party,0.0,0,0,Kayla Woods,Woods_Kayla@yandex.com,826-958-6428
City Hotel,0,158,August,1,3,2,0.0,0,BB,DEU,0,0,A,0,No Deposit,0,Transient,137.75,0,0,Cynthia Pierce,CPierce20@hotmail.com,509-366-9830
City Hotel,1,39,December,2,3,2,1.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,108.0,0,1,Dana Hunter,Dana.H@yandex.com,607-733-0885
City Hotel,0,58,April,0,3,3,0.0,0,HB,PRT,0,0,D,1,No Deposit,0,Transient,189.0,0,2,Ashley Anderson,AshleyAnderson49@aol.com,216-433-9201
City Hotel,1,73,August,1,1,2,0.0,0,BB,FRA,0,0,D,0,No Deposit,0,Transient,131.4,0,1,Kathryn Olson,Kathryn_O@mail.com,358-660-0409
City Hotel,1,12,July,0,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,118.0,0,1,Katherine Butler,KatherineButler@comcast.net,376-625-7319
City Hotel,1,75,May,2,1,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient-Party,90.0,0,0,Bobby Williams,Bobby_Williams32@att.com,340-037-5806
City Hotel,1,372,July,0,2,2,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,62.0,0,0,Michelle Bell,Michelle_B@mail.com,413-489-6610
City Hotel,1,156,August,0,3,3,0.0,0,BB,GBR,0,0,D,0,No Deposit,0,Transient,175.5,0,0,Denise Pena,Pena.Denise@aol.com,263-937-7827
Resort Hotel,0,50,July,2,5,3,0.0,0,BB,PRT,0,0,G,0,No Deposit,0,Transient,195.0,1,0,Cynthia Palmer,Cynthia_Palmer78@gmail.com,467-210-2343
Resort Hotel,0,0,February,0,1,1,0.0,0,BB,PRT,0,1,A,0,No Deposit,0,Transient,49.0,1,0,Donald Oliver,Oliver_Donald20@att.com,108-840-0427
City Hotel,1,86,January,0,1,2,0.0,0,BB,PRT,1,0,A,0,Non Refund,35,Transient,85.0,0,0,Taylor Pacheco,TaylorPacheco42@yandex.com,527-568-3604
City Hotel,1,272,July,0,2,2,0.0,0,BB,PRT,1,0,A,0,No Deposit,0,Transient-Party,62.8,0,0,Kristy Lewis,Kristy_Lewis@gmail.com,374-445-0648
City Hotel,1,71,June,0,3,1,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,120.0,0,0,Laurie Davis,Laurie_Davis97@protonmail.com,157-668-4766
Resort Hotel,0,61,August,2,0,2,0.0,0,BB,ESP,0,0,A,0,No Deposit,0,Transient,134.0,0,0,Michelle Stevens,Stevens_Michelle@zoho.com,769-536-0124
City Hotel,1,150,June,2,3,1,0.0,0,BB,PRT,0,0,A,0,Non Refund,0,Transient,120.0,0,0,Lisa Greer,Lisa_Greer@aol.com,538-163-1098
City Hotel,0,3,December,2,2,2,0.0,0,BB,PRT,0,0,D,0,No Deposit,0,Transient,93.63,0,2,Holly Pearson,Holly_Pearson@outlook.com,892-152-8550
Resort Hotel,0,15,January,0,2,2,0.0,0,HB,ESP,0,0,A,0,No Deposit,0,Transient-Party,80.4,2,1,Martha Reid,Martha.Reid29@outlook.com,718-826-3967
City Hotel,1,155,August,3,5,2,0.0,0,BB,PRT,0,0,A,0,No Deposit,0,Transient,95.2,0,0,Dr. Raymond Lewis,Dr..L@yahoo.com,672-996-2970
